Quebra;Quebra2;C�digo;Descri��o;Quantidade;Faturamento;Pre�o m�dio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participa��o;Acumulado;Classifica��o;ICMS ST;Fecop ST
"";;00000000000828;CACHA�A ENVELHECIDA YPIOCA ED.150 ANOS;10,000;549,00;54,90;498,00;0,00;0,00;51,00;9,29;10,24;0,00;1,59;;;
"";;00000000006040;BALINHAS DE CORACAO MORANGO FLORESTAL 500G;10,000;139,00;13,90;115,10;0,00;0,00;23,90;17,19;20,76;0,00;1,59;;;
"";;00000000003669;REFRESCO GRAVIOLA MID 20G;10,000;9,90;0,99;7,50;0,00;0,00;2,40;24,24;32,00;0,00;1,59;;;
"";;00000000003707;SABAO EM PO ALA 400G;10,000;39,90;3,99;28,90;0,00;0,00;11,00;27,57;38,06;0,00;1,59;;;
"";;00000000005386;TEMPERO REFOGA FACIL 200G TEMPERO DA CASA;10,000;44,90;4,49;35,50;0,00;0,00;9,40;20,94;26,48;0,00;1,60;;;
"";;00000000006065;MANTEIGA DE COCO C/SAL ADELCOCO 200G;10,000;119,00;11,90;96,60;0,00;0,00;22,40;18,82;23,19;0,00;1,60;;;
"";;00000000000724;MOLHO DE PIMENTA CREMOSO 190G TEMPERO DA CASA;10,000;60,29;6,03;49,00;0,00;0,00;11,29;18,73;23,04;0,00;1,60;;;
"";;00000000003921;FORMINHA PINK N5 PLAC C/ 100 UND;10,000;19,90;1,99;13,20;0,00;0,00;6,70;33,67;50,76;0,00;1,61;;;
"";;00000000003982;ABSORVENTE COM ABAS C/ 8 UNID MODESS;10,000;29,90;2,99;24,90;0,00;0,00;5,00;16,72;20,08;0,00;1,61;;;
"";;00000000004027;RAP 10 TAPIOCA 198G;10,000;119,90;11,99;99,10;0,00;0,00;20,80;17,35;20,99;0,00;1,61;;;
"";;00000000004039;POTE 350ML REDONDO TOTALPLAST TRANS;10,000;114,00;11,40;85,03;0,00;0,00;28,97;25,41;34,07;0,00;1,62;;;
"";;00000000004088;ALHO E CEBOLA REFOGADO TEMPERO DA CASA 450G;10,000;90,49;9,05;72,00;0,00;0,00;18,49;20,43;25,68;0,00;1,62;;;
"";;00000000000641;RAP 10 FIT 297G;10,000;119,90;11,99;99,10;0,00;0,00;20,80;17,35;20,99;0,00;1,62;;;
"";;00000000000639;RAP 10 FIBRAS 297G;10,000;119,90;11,99;99,10;0,00;0,00;20,80;17,35;20,99;0,00;1,63;;;
"";;00000000004148;FORMA DE CUPCAKE PINK  PLAC  C/45;10,000;69,90;6,99;55,00;0,00;0,00;14,90;21,32;27,09;0,00;1,63;;;
"";;00000000006113;MINI PIZZA  FRANGO DELICIA MINEIRA 400G;10,000;139,00;13,90;120,00;0,00;0,00;19,00;13,67;15,83;0,00;1,63;;;
"";;00000000000543;GRANOLA COM BANANA SABOR DA TERRA 1KG;10,000;149,90;14,99;120,00;0,00;0,00;29,90;19,95;24,92;0,00;1,64;;;
"";;00000000004486;COPO ISOPOR TERMICO 120ML ULTRA C/25;10,000;39,90;3,99;28,70;0,00;0,00;11,20;28,07;39,02;0,00;1,64;;;
"";;00000000000453;ESSENCIA COCO 960ML ARCOLOR;10,000;189,00;18,90;169,10;0,00;0,00;19,90;10,53;11,77;0,00;1,64;;;
"";;00000000004535;SABONETE DOVE ORIGINAL TRADICONAL 90G;10,000;49,90;4,99;41,10;0,00;0,00;8,80;17,64;21,41;0,00;1,65;;;
"";;00000000006165;ESCOVA DE DENTES CONDOR VIAGEM;10,000;45,00;4,50;36,10;0,00;0,00;8,90;19,78;24,65;0,00;1,65;;;
"";;00000000004673;BISNAGA BRANCA NEW PLASTIC 250ML MILPLASTIC;10,000;28,23;2,82;16,60;0,00;0,00;11,63;41,20;70,06;0,00;1,65;;;
"";;00000000000302;BRIGADEIRO ALISPEC 950G;10,000;229,00;22,90;182,60;0,00;0,00;46,40;20,26;25,41;0,00;1,66;;;
"";;00000000004868;SACOLA BRANCA GG 50X60;10,000;106,36;10,64;77,00;0,00;0,00;29,36;27,60;38,13;0,00;1,66;;;
"";;00000000004882;MINI COPO DOCE 25ML STRAWPLAST ROSA NEON C/10;10,000;15,90;1,59;12,00;0,00;0,00;3,90;24,53;32,50;0,00;1,66;;;
"";;00000000005839;MISTURA PARA BOLO FINNA BAUNILHA 400G;10,000;59,90;5,99;48,50;0,00;0,00;11,40;19,03;23,51;0,00;1,67;;;
"";;00000000005833;PALITO PARA PIRULITO TAM G TRANSPARENTE PORTO FORMAS;10,000;49,90;4,99;29,80;0,00;0,00;20,10;40,28;67,45;0,00;1,67;;;
"";;00000000005831;FEIJOADA ANLGO LATA 430G;10,000;79,90;7,99;65,50;0,00;0,00;14,40;18,02;21,98;0,00;1,67;;;
"";;00000000005818;BOLACHA CREAM CRACKER SUPERIORE 350G;10,000;69,00;6,90;53,50;0,00;0,00;15,50;22,46;28,97;0,00;1,68;;;
"";;00000000001495;PAO DE QUEIJO DELICIA MINEIRA 1KG;10,000;159,00;15,90;133,00;0,00;0,00;26,00;16,35;19,55;0,00;1,68;;;
"";;00000000001607;POTE 500ML REDONDO TOTALPLAST TRANS;10,000;139,00;13,90;110,00;0,00;0,00;29,00;20,86;26,36;0,00;1,68;;;
"";;00000000005869;ERVILHA CONGELADA SADIA 300G;10,000;79,00;7,90;60,50;0,00;0,00;18,50;23,42;30,58;0,00;1,69;;;
"";;00000000004896;TOALHA UMEDECIDA MACIA PIQUITUCHO PREMIUM C/60;10,000;79,00;7,90;63,21;0,00;0,00;15,79;19,99;24,98;0,00;1,69;;;
"";;00000000005786;AZEITONAS VERDES INTEIRAS MIUDAS CAMPOMESA 2KG;11,000;548,90;49,90;453,50;0,00;0,00;95,40;17,38;21,04;0,00;1,69;;;
"";;00000000001757;MANTEIGA DA TERRA MATUTINHA 420G;11,000;174,90;15,90;143,00;0,00;0,00;31,90;18,24;22,31;0,00;1,70;;;
"";;00000000006200;CREME TIPO CHANTILLY SPRAY VIGOR 250G;11,000;328,90;29,90;273,90;0,00;0,00;55,00;16,72;20,08;0,00;1,70;;;
"";;00000000001402;BASE P/ DOCE MARROM EMPORIO BOX 35MM;11,000;22,02;2,00;16,50;0,00;0,00;5,52;25,07;33,45;0,00;1,70;;;
"";;00000000002975;ESSENCIA MORANGO 30ML ARCOLOR;11,000;37,51;3,41;23,54;0,00;0,00;13,97;37,24;59,35;0,00;1,71;;;
"";;00000000005645;ESSENCIA LARANJA 500ML MARIZA;11,000;98,89;8,99;79,53;0,00;0,00;19,36;19,58;24,34;0,00;1,71;;;
"";;00000000001886;COBERTURA DE MORANGO DU PORTO 13KG;11,000;218,90;19,90;194,81;0,00;0,00;24,09;11,01;12,37;0,00;1,71;;;
"";;00000000005284;FILTRO DE PAPEL 102 BOM JESUS C/30;11,000;48,29;4,39;37,40;0,00;0,00;10,89;22,55;29,12;0,00;1,72;;;
"";;00000000006198;CAIXA DE CARNE DE HAMBURGUER AURORA FAROESTE 12UND;11,000;196,90;17,90;153,45;0,00;0,00;43,45;22,07;28,32;0,00;1,72;;;
"";;00000000000241;CORANTE SOFT GEL FLEX AZUL 25G FLEX FEST;11,000;47,19;4,29;36,41;0,00;0,00;10,78;22,84;29,61;0,00;1,72;;;
"";;00000000005296;PAPEL HIGIENICO PERSONAL 4X30M C/4;11,000;65,89;5,99;48,62;0,00;0,00;17,27;26,21;35,52;0,00;1,73;;;
"";;00000000006187;PACOCA PURA NATA 250G;11,000;76,89;6,99;58,30;0,00;0,00;18,59;24,18;31,89;0,00;1,73;;;
"";;00000000005898;FARDO SALGADINHO KERO MAIS MANTEIGA BATATINHA 12G C/10;11,000;43,89;3,99;31,90;0,00;0,00;11,99;27,32;37,59;0,00;1,73;;;
"";;00000000003413;SABAO EM PO URCA MAXX 400G LAVANDA;11,000;27,02;2,46;19,80;0,00;0,00;7,22;26,72;36,46;0,00;1,74;;;
"";;00000000001359;MEL ABELHA PURO MEL 480G;11,000;207,90;18,90;159,50;0,00;0,00;48,40;23,28;30,34;0,00;1,74;;;
"";;00000000005910;BANANADA AYE COM UVA PASSA 250G;11,000;145,95;13,27;127,00;0,00;0,00;18,95;12,98;14,92;0,00;1,75;;;
"";;00000000003357;ROLINHO DE ACETATO 15X400 PORTO FORMAS;11,000;104,39;9,49;66,55;0,00;0,00;37,84;36,25;56,86;0,00;1,75;;;
"";;00000000005302;CHOCOLATE EM PO  33% CACAU SELECTA NAMUR 101KG;11,000;394,90;35,90;330,00;0,00;0,00;64,90;16,43;19,67;0,00;1,75;;;
"";;00000000004493;COPO MINAPLAST 400ML C/50 TRANS DESCARTAVEL;11,000;88,89;8,08;72,60;0,00;0,00;16,29;18,33;22,44;0,00;1,76;;;
"";;00000000004480;CORANTE ARCOLOR ROSA 10ML;11,000;43,89;3,99;33,00;0,00;0,00;10,89;24,81;33,00;0,00;1,76;;;
"";;00000000003712;SABONETE LIQUIDO LIMPEBEM ERVA DOCE 1L;11,000;90,69;8,24;72,96;0,00;0,00;17,73;19,55;24,30;0,00;1,76;;;
"";;00000000001101;TEMPERO DA CASA COMPLETO C/ PIMENTA 1KG;11,000;87,89;7,99;66,00;0,00;0,00;21,89;24,91;33,17;0,00;1,77;;;
"";;00000000005510;DESODORANTE HERBISSIMO SENSITIVE 55G;11,000;55,22;5,02;46,16;0,00;0,00;9,06;16,41;19,63;0,00;1,77;;;
"";;00000000003229;DESINFETANTE MEU LAR SENSITIVE 2L;11,000;59,29;5,39;48,40;0,00;0,00;10,89;18,37;22,50;0,00;1,77;;;
"";;00000000003873;LIMPADOR PERFUMADO UAU FLORES E SONHOS 500ML;11,000;63,25;5,75;45,58;0,00;0,00;17,67;27,94;38,77;0,00;1,78;;;
"";;00000000003896;KETCHUP HEINZ 1033KG;11,000;251,90;22,90;196,57;0,00;0,00;55,33;21,97;28,15;0,00;1,78;;;
"";;00000000005755;MACARRAO ESPAGUETE 8 MASSA COM SEMOLA  BRANDINI 500G;11,000;60,39;5,49;27,51;0,00;0,00;32,88;54,45;119,52;0,00;1,78;;;
"";;00000000001401;BASE P/ DOCE MARFIM EMPORIO BOX 35MM;11,000;21,89;1,99;13,75;0,00;0,00;8,14;37,19;59,20;0,00;1,79;;;
"";;00000000006118;SABONETE EVEN FLOR DE PESSEGO 85G;11,000;21,89;1,99;15,40;0,00;0,00;6,49;29,65;42,14;0,00;1,79;;;
"";;00000000003006;COLORAU MEDIO-FORTE 200G PIONEIRO;11,000;21,89;1,99;22,00;0,00;0,00;-0,11;-0,50;-0,50;0,00;1,80;;;
"";;00000000006147;ESPETOS DE BAMBU 15CM GOLF VABENE C/50;11,000;38,39;3,49;30,69;0,00;0,00;7,70;20,06;25,09;0,00;1,80;;;
"";;00000000001977;CHOCOLATE EM PO 55% DONA JURA 200G;11,000;163,90;14,90;133,43;0,00;0,00;30,47;18,59;22,84;0,00;1,80;;;
"";;00000000005908;BANANADA AYE TRADICIONAL 250G;11,000;146,29;13,30;126,00;0,00;0,00;20,29;13,87;16,10;0,00;1,81;;;
"";;00000000002256;PALITO DE PICOLE C/ 50 UND;11,000;32,89;2,99;22,00;0,00;0,00;10,89;33,11;49,50;0,00;1,81;;;
"";;00000000006146;FILME PVC REFIL 300M 28X300 ISOFILMES;11,000;273,90;24,90;220,00;0,00;0,00;53,90;19,68;24,50;0,00;1,81;;;
"";;00000000005329;RECHEIO FORNEAVEL CHOCOLATE AO LEITE MELKEN 101KG;11,000;328,90;29,90;264,99;0,00;0,00;63,91;19,43;24,12;0,00;1,82;;;
"";;00000000003970;DESODORANTE MONANGE SPRAY FLOR DE LAVANDA 72H 150ML;11,000;98,89;8,99;81,26;0,00;0,00;17,63;17,83;21,70;0,00;1,82;;;
"";;00000000004364;GARFO REFEI�AO PRAFESTA TRANSPARENTE C/50;11,000;32,89;2,99;24,75;0,00;0,00;8,14;24,75;32,89;0,00;1,82;;;
"";;00000000005504;CERA ROLLON DEPI ROLL 100G;11,000;76,89;6,99;59,40;0,00;0,00;17,49;22,75;29,44;0,00;1,83;;;
"";;00000000000560;XAROPE DE GUARANA 1L SABOR DO CEARA;11,000;108,90;9,90;88,00;0,00;0,00;20,90;19,19;23,75;0,00;1,83;;;
"";;00000000002557;DESINFETANTE UAU ANTIBAC LAVANDA E ROSAS 10% DE DESCONTO 1L;11,000;65,89;5,99;45,98;0,00;0,00;19,91;30,22;43,30;0,00;1,83;;;
"";;00000000002015;BOLINHA DE FRANGO  C/24 GOMES ALIMENTOS 430G;11,000;153,89;13,99;121,00;0,00;0,00;32,89;21,37;27,18;0,00;1,84;;;
"";;00000000002154;DOCE DE SORO DE LEITE COM CHOCOLATE AUREA 98KG;11,000;1164,90;105,90;1061,90;0,00;0,00;103,00;8,84;9,70;0,00;1,84;;;
"";;00000000000273;CEREAL BALL MINI MESCLADO CROCANTE DECORA CACAU FOODS 500G;11,000;229,90;20,90;173,56;0,00;0,00;56,34;24,51;32,46;0,00;1,84;;;
"";;00000000006211;POLPA DE GOIABA 500G POLPA FRUTE;11,000;73,99;6,73;53,50;0,00;0,00;20,49;27,69;38,30;0,00;1,85;;;
"";;00000000000822;SACO TRANSPARENTE 10X14 CROMUS;11,000;38,62;3,51;25,41;0,00;0,00;13,21;34,21;51,99;0,00;1,85;;;
"";;00000000004756;COGUMELO INTEIRO SACHE MARIZA 100G;11,000;71,39;6,49;59,62;0,00;0,00;11,77;16,49;19,74;0,00;1,86;;;
"";;00000000002413;PO PARA DECORACAO PRATA FLEX FEST 3G;11,000;97,90;8,90;76,01;0,00;0,00;21,89;22,36;28,80;0,00;1,86;;;
"";;00000000005229;SABONETE EVEN FLORES 85G;11,000;21,89;1,99;15,51;0,00;0,00;6,38;29,15;41,13;0,00;1,86;;;
"";;00000000005822;WAFER TRADICIONAL NESTLE 110G;11,000;43,89;3,99;34,32;0,00;0,00;9,57;21,80;27,88;0,00;1,87;;;
"";;00000000005483;AZEITE DE OLIVA GALLO 500ML;11,000;456,90;41,54;384,00;0,00;0,00;72,90;15,96;18,98;0,00;1,87;;;
"";;00000000006213;FARINHA PANKO FA�A RAPIDO 200G;11,000;65,89;5,99;49,61;0,00;0,00;16,28;24,71;32,82;0,00;1,87;;;
"";;00000000006243;PIRULITO TOFFANO PITY CORACAO MORANGO 200G;11,000;65,89;5,99;51,70;0,00;0,00;14,19;21,54;27,45;0,00;1,88;;;
"";;00000000002896;SABONETE EVEN LAVANDA 85G;11,000;21,89;1,99;15,40;0,00;0,00;6,49;29,65;42,14;0,00;1,88;;;
"";;00000000006171;COLHER SOBREMESA COLORIDA STRAWPLAST C/50;11,000;32,84;2,99;0,00;0,00;0,00;32,84;100,00;0,00;0,00;1,88;;;
"";;00000000004048;ERVA DOCE 250G PIONEIRO;11,000;93,39;8,49;77,00;0,00;0,00;16,39;17,55;21,29;0,00;1,89;;;
"";;00000000005526;FARDO SALGADINHO KERO MAIS QUEIJO 30G C/10;11,000;76,89;6,99;60,17;0,00;0,00;16,72;21,75;27,79;0,00;1,89;;;
"";;00000000003745;CAKE BOARD 40CM MDF;11,000;71,89;6,54;57,75;0,00;0,00;14,14;19,67;24,48;0,00;1,89;;;
"";;00000000002148;FEIJAO CARIOCA DONA DE 1KG;11,000;60,39;5,49;49,50;0,00;0,00;10,89;18,03;22,00;0,00;1,90;;;
"";;00000000000801;MARCA TEXTO AZUL BRW;12,000;29,88;2,49;23,04;0,00;0,00;6,84;22,89;29,69;0,00;1,90;;;
"";;00000000006238;EMBALAGEM MOUSSE TAMPA ALTA GALVANOTECK G670 C/10;12,000;70,80;5,90;49,20;0,00;0,00;21,60;30,51;43,90;0,00;1,91;;;
"";;00000000002433;CORANTE SOFT GEL FLEX VERMELHO BORDO 25G FLEX FEST;12,000;51,48;4,29;39,72;0,00;0,00;11,76;22,84;29,61;0,00;1,91;;;
"";;00000000000823;CERVEJA DEVASSA PURO MALTE 350ML;12,000;35,88;2,99;27,60;0,00;0,00;8,28;23,08;30,00;0,00;1,91;;;
"";;00000000000911;SABONETE EVEN ALGAS MARINHAS 85G;12,000;23,88;1,99;16,80;0,00;0,00;7,08;29,65;42,14;0,00;1,92;;;
"";;00000000002436;CORANTE SOFT GEL FLEX VIOLETA 25G FLEX FEST;12,000;51,48;4,29;39,72;0,00;0,00;11,76;22,84;29,61;0,00;1,92;;;
"";;00000000002438;CORANTE SOFT GEL FLEX AZUL 60G FLEX FEST;12,000;83,88;6,99;64,44;0,00;0,00;19,44;23,18;30,17;0,00;1,93;;;
"";;00000000000901;ABSORVENTE SEMPRE LIVRES S/ABAS C/8;12,000;47,48;3,96;37,55;0,00;0,00;9,93;20,91;26,44;0,00;1,93;;;
"";;00000000005952;MARSHMALLOWS TORCAO AZUL RECHEADO 80G;12,000;82,80;6,90;58,20;0,00;0,00;24,60;29,71;42,27;0,00;1,93;;;
"";;00000000005406;LIXA UNHA GI POP UN;12,000;7,20;0,60;1,92;0,00;0,00;5,28;73,33;275,00;0,00;1,94;;;
"";;00000000003033;AVEIA EM FLOCOS NESTLE 170G;12,000;44,13;3,68;36,36;0,00;0,00;7,77;17,61;21,37;0,00;1,94;;;
"";;00000000005702;RECHEIO FORNEAVEL PISTACHE 101KG VABENE;12,000;718,80;59,90;636,84;0,00;0,00;81,96;11,40;12,87;0,00;1,94;;;
"";;00000000004884;KIT POTE E TAMPA STRAWPLAST 180ML C/10;12,000;108,47;9,04;90,00;0,00;0,00;18,47;17,03;20,52;0,00;1,95;;;
"";;00000000006283;CANUDO MILK SHAKE BRANCO 8MM CPS-851 C/100 PLASTSUL;12,000;70,80;5,90;51,48;0,00;0,00;19,32;27,29;37,53;0,00;1,95;;;
"";;00000000001411;BASE P/ DOCE ROSA CHICLETE EMPORIO BOX 35MM;12,000;23,88;1,99;18,00;0,00;0,00;5,88;24,62;32,67;0,00;1,96;;;
"";;00000000004874;MISTURA PARA BOLO FINNA FESTA 400G;12,000;71,88;5,99;58,20;0,00;0,00;13,68;19,03;23,51;0,00;1,96;;;
"";;00000000004872;MISTURA PARA BOLO FINNA LARANJA 400G;12,000;73,06;6,09;58,20;0,00;0,00;14,86;20,34;25,53;0,00;1,96;;;
"";;00000000000244;GRANULADO HARALD CONFEITEIRO ESCAMA CROCANTE 0500G;12,000;166,80;13,90;150,96;0,00;0,00;15,84;9,50;10,49;0,00;1,97;;;
"";;00000000003082;SACOLA BRANCA G 42X53;12,000;107,88;8,99;63,60;0,00;0,00;44,28;41,05;69,62;0,00;1,97;;;
"";;00000000001072;AMACIANTE DE CARNES TECNUTRI 101KG;12,000;95,88;7,99;85,44;0,00;0,00;10,44;10,89;12,22;0,00;1,98;;;
"";;00000000005968;SWEET FLOCO SOCOCO 100G;12,000;96,40;8,03;88,32;0,00;0,00;8,08;8,38;9,15;0,00;1,98;;;
"";;00000000001069;AZEITE DENDE 500ML PIONEIRO;12,000;154,80;12,90;122,00;0,00;0,00;32,80;21,19;26,89;0,00;1,98;;;
"";;00000000001390;BASE P/ DOCE LILAS CLARO EMPORIO BOX 35MM;12,000;23,88;1,99;15,00;0,00;0,00;8,88;37,19;59,20;0,00;1,99;;;
"";;00000000005228;SABONETE EVEN LIMAO/CHA 85G;12,000;23,86;1,99;16,92;0,00;0,00;6,94;29,09;41,02;0,00;1,99;;;
"";;00000000005982;ASCENDEDOR MULTIUSO BIC C/1;12,000;226,80;18,90;187,20;0,00;0,00;39,60;17,46;21,15;0,00;1,99;;;
"";;00000000002670;LEITE ITAMBE INTEGRAL 1L;12,000;67,08;5,59;58,44;0,00;0,00;8,64;12,88;14,78;0,00;2,00;;;
"";;00000000005239;SABONETE PROTEX LIMPEZA PROFUNDA 85G;12,000;35,88;2,99;26,76;0,00;0,00;9,12;25,42;34,08;0,00;2,00;;;
"";;00000000005120;COPO BOLHA C/TAMPA PLASTILANIA 200ML C/20 TRANSPARENTE;12,000;131,88;10,99;105,84;0,00;0,00;26,04;19,75;24,60;0,00;2,01;;;
"";;00000000001854;CALDO DE GALINHA KNORR 101KG;12,000;239,88;19,99;184,20;0,00;0,00;55,68;23,21;30,23;0,00;2,01;;;
"";;00000000000306;BRIGADEIRO DE COLHER AUREA 385G;12,000;114,50;9,54;93,72;0,00;0,00;20,78;18,15;22,17;0,00;2,01;;;
"";;00000000001872;DOCE DE SORO DE LEITE BISNAGA AUREA 101KG;12,000;155,64;12,97;114,96;0,00;0,00;40,68;26,14;35,39;0,00;2,02;;;
"";;00000000005896;FARDO SALGADINHO KERO MAIS QUEIJO 12G C/10;12,000;48,14;4,01;34,80;0,00;0,00;13,34;27,71;38,33;0,00;2,02;;;
"";;00000000006164;HASTES FLEX�VEIS NATHY P60 L75;12,000;35,88;2,99;18,48;0,00;0,00;17,40;48,49;94,16;0,00;2,03;;;
"";;00000000005897;FARDO SALGADINHO KERO MAIS CHURRASCO 12G C/10;12,000;48,14;4,01;34,80;0,00;0,00;13,34;27,71;38,33;0,00;2,03;;;
"";;00000000001910;SABONETE ALBANY MENTOL VERDE 85G;12,000;26,28;2,19;15,87;0,00;0,00;10,41;39,61;65,60;0,00;2,03;;;
"";;00000000001008;KETCHUP SACHE CEPERA 140 UND;12,000;325,65;27,14;246,00;0,00;0,00;79,65;24,46;32,38;0,00;2,04;;;
"";;00000000005085;CHOCOLATE NUCITA BICOLOR 480G;12,000;179,88;14,99;147,60;0,00;0,00;32,28;17,95;21,87;0,00;2,04;;;
"";;00000000005472;CHOCOBALL CEREAL AMAZON 500G;12,000;167,88;13,99;144,00;0,00;0,00;23,88;14,22;16,58;0,00;2,05;;;
"";;00000000002973;PRATO FUNDO 21CM ULTRA PS;12,000;46,80;3,90;33,20;0,00;0,00;13,60;29,06;40,96;0,00;2,05;;;
"";;00000000004440;SABONETE PROTEX ERVA DOCE 85G;12,000;35,88;2,99;26,76;0,00;0,00;9,12;25,42;34,08;0,00;2,05;;;
"";;00000000002567;PILHA AA ALCA PANASONIC C/ 2 UND;12,000;105,48;8,79;74,28;0,00;0,00;31,20;29,58;42,00;0,00;2,06;;;
"";;00000000002001;FLANELA UNIDADE;12,000;29,88;2,49;20,40;0,00;0,00;9,48;31,73;46,47;0,00;2,06;;;
"";;00000000001614;POTE 250ML RETANGULAR TOTALPLAST;12,000;118,80;9,90;96,00;0,00;0,00;22,80;19,19;23,75;0,00;2,06;;;
"";;00000000000987;MOLHO DE TOMATE COM OREGANO QUERO 300G SACHE;12,000;33,66;2,80;24,00;0,00;0,00;9,66;28,70;40,25;0,00;2,07;;;
"";;00000000002019;ALHO AMASSADO TEMPERO DA CASA 450G;12,000;107,88;8,99;86,40;0,00;0,00;21,48;19,91;24,86;0,00;2,07;;;
"";;00000000002029;CREME DE CONFEITEIRO AUREA 1KG;12,000;265,70;22,14;207,40;0,00;0,00;58,30;21,94;28,11;0,00;2,08;;;
"";;00000000005618;FORMA EMPADA MELLO MEDIA 80ML C/ 100 UND;12,000;238,80;19,90;195,96;0,00;0,00;42,84;17,94;21,86;0,00;2,08;;;
"";;00000000000637;SOLU�AO ALCOOLICA FLEX FEST 250ML;12,000;130,80;10,90;103,68;0,00;0,00;27,12;20,73;26,16;0,00;2,08;;;
"";;00000000005886;MINI PRESILHAS PIRANHAS PEQUENAS DIVERSAS;12,000;47,88;3,99;36,00;0,00;0,00;11,88;24,81;33,00;0,00;2,09;;;
"";;00000000006097;COLA TEK BOND N2 ADESIVO INSTANTANEO 20G;12,000;118,80;9,90;85,80;0,00;0,00;33,00;27,78;38,46;0,00;2,09;;;
"";;00000000006205;ALHO FRITO MULTIGRAOS 500G;12,000;322,80;26,90;0,00;0,00;0,00;322,80;100,00;0,00;0,00;2,10;;;
"";;00000000005434;COCO RALADO ADO�ADO ADELCOCO 100G;12,000;46,80;3,90;27,84;0,00;0,00;18,96;40,51;68,10;0,00;2,10;;;
"";;00000000002258;BARRA DE CHOCOLATE EXTRA CREMOSO HERSHEYS 82G;12,000;80,28;6,69;61,92;0,00;0,00;18,36;22,87;29,65;0,00;2,10;;;
"";;00000000006072;COCO RALADO UMIDO E ADOCADO SUPER COCO 5KG;12,000;1188,80;99,07;1039,80;0,00;0,00;149,00;12,53;14,33;0,00;2,11;;;
"";;00000000001283;SACHE SAL REFINADO LEBRE 08KG;12,000;178,80;14,90;154,80;0,00;0,00;24,00;13,42;15,50;0,00;2,11;;;
"";;00000000001454;RICHESTER YOI MIOJO SABOR CARNE 743G;12,000;23,88;1,99;14,76;0,00;0,00;9,12;38,19;61,79;0,00;2,11;;;
"";;00000000006058;BRIGADEIRO CREMOSO TRIANGULO 400G;12,000;101,88;8,49;85,20;0,00;0,00;16,68;16,37;19,58;0,00;2,12;;;
"";;00000000003442;VASSOURA DE CANTO COM CABO ALVORADA;12,000;71,88;5,99;49,92;0,00;0,00;21,96;30,55;43,99;0,00;2,12;;;
"";;00000000003853;DESINFETANTE MEU LAR OCEANIC 2L;12,000;71,88;5,99;54,00;0,00;0,00;17,88;24,87;33,11;0,00;2,13;;;
"";;00000000005388;BRILHO E COBERTURA SABOR MORANGO AUREA 101KG;12,000;108,88;9,07;84,96;0,00;0,00;23,92;21,97;28,15;0,00;2,13;;;
"";;00000000003731;SACO DE TALHER IMPRESSO PARDO C/100;12,000;99,36;8,28;77,52;0,00;0,00;21,84;21,98;28,17;0,00;2,13;;;
"";;00000000002329;PRATO LAMINADO 04;12,000;19,20;1,60;9,00;0,00;0,00;10,20;53,13;113,33;0,00;2,14;;;
"";;00000000001228;MANJERICAO 18G PIONEIRO;12,000;24,01;2,00;20,40;0,00;0,00;3,61;15,04;17,70;0,00;2,14;;;
"";;00000000000814;RECIBO TILIBRA COM 50 FOLHAS S/ CANHOTO;12,000;17,88;1,49;12,35;0,00;0,00;5,53;30,93;44,78;0,00;2,15;;;
"";;00000000003148;COLA QUENTE SEMI TRANSPARENTE PISTOLA FINA RENDICOLLA;13,000;7,27;0,56;5,59;0,00;0,00;1,68;23,11;30,05;0,00;2,15;;;
"";;00000000005935;MOLHO DE TOMATE BOLONHESA HEINZ SACHE 240G;13,000;66,17;5,09;55,52;0,00;0,00;10,65;16,09;19,18;0,00;2,15;;;
"";;00000000001054;MOLHO SHOYU SAKURA 1L;13,000;331,37;25,49;244,40;0,00;0,00;86,97;26,25;35,59;0,00;2,16;;;
"";;00000000004788;PO PARA BEBIDA TANGERINA TECNUTRI 200G;13,000;63,70;4,90;40,43;0,00;0,00;23,27;36,53;57,56;0,00;2,16;;;
"";;00000000006098;COLA BRANCA FORTFIX 40G;13,000;33,78;2,60;14,17;0,00;0,00;19,61;58,05;138,39;0,00;2,17;;;
"";;00000000005765;SKAFE CRECIMENTO CAPILAR 10ML;13,000;25,87;1,99;19,11;0,00;0,00;6,76;26,13;35,37;0,00;2,17;;;
"";;00000000002163;GERGELIM C/ CASCA 500G PIONEIRO;13,000;194,35;14,95;149,50;0,00;0,00;44,85;23,08;30,00;0,00;2,18;;;
"";;00000000000252;CORANTE SOFT GEL FLEX ROSA 25G FLEX FEST;13,000;55,77;4,29;43,03;0,00;0,00;12,74;22,84;29,61;0,00;2,18;;;
"";;00000000003826;MACARRAO PENNE COM OVOS BRANDINI 500G;13,000;77,87;5,99;64,31;0,00;0,00;13,56;17,41;21,09;0,00;2,18;;;
"";;00000000000304;BRIGADEIRO ALISPEC 380G;13,000;154,70;11,90;113,49;0,00;0,00;41,21;26,64;36,31;0,00;2,19;;;
"";;00000000001145;ALHO PICADO TEMPERO DA CASA 200G;13,000;64,87;4,99;48,10;0,00;0,00;16,77;25,85;34,86;0,00;2,19;;;
"";;00000000003470;MOLHO SHOYU BUCATINNI 3L;13,000;245,70;18,90;188,50;0,00;0,00;57,20;23,28;30,34;0,00;2,20;;;
